1;1747315344.0734305;2025-05-15 15:22:24;2.27
2;1747315347.5686073;2025-05-15 15:22:27;0.74
3;1747315351.0664146;2025-05-15 15:22:31;0.98
4;1747315354.55894;2025-05-15 15:22:34;0.91
5;1747315358.0708065;2025-05-15 15:22:38;0.91
6;1747315361.56703;2025-05-15 15:22:41;0.93
7;1747315365.0618887;2025-05-15 15:22:45;1.68
8;1747315368.5712342;2025-05-15 15:22:48;1.1
9;1747315372.0582738;2025-05-15 15:22:52;0.84
10;1747315375.5582945;2025-05-15 15:22:55;1.02
11;1747315379.0706346;2025-05-15 15:22:59;1.02
12;1747315382.5694306;2025-05-15 15:23:02;0.9
13;1747315386.0702398;2025-05-15 15:23:06;0.94
14;1747315389.558421;2025-05-15 15:23:09;1.74
15;1747315393.0698633;2025-05-15 15:23:13;1.18
16;1747315396.5669835;2025-05-15 15:23:16;1.06
17;1747315400.0674589;2025-05-15 15:23:20;1.06
18;1747315403.5583239;2025-05-15 15:23:23;0.8
19;1747315407.060653;2025-05-15 15:23:27;0.8
20;1747315410.5548527;2025-05-15 15:23:30;0.96
21;1747315414.067849;2025-05-15 15:23:34;0.96
22;1747315417.5565681;2025-05-15 15:23:37;0.88
23;1747315421.0529468;2025-05-15 15:23:41;0.94
24;1747315424.5639002;2025-05-15 15:23:44;0.9
25;1747315428.0612235;2025-05-15 15:23:48;0.88
26;1747315431.5565646;2025-05-15 15:23:51;0.76
27;1747315435.0523658;2025-05-15 15:23:55;0.76
28;1747315438.5639434;2025-05-15 15:23:58;0.86
29;1747315442.051093;2025-05-15 15:24:02;1.98
30;1747315445.5639546;2025-05-15 15:24:05;1.36
31;1747315449.0623236;2025-05-15 15:24:09;1.22
32;1747315452.5507646;2025-05-15 15:24:12;0.82
33;1747315456.0558774;2025-05-15 15:24:16;0.84
34;1747315459.554469;2025-05-15 15:24:19;0.76
35;1747315463.0488994;2025-05-15 15:24:23;0.8
36;1747315466.5492916;2025-05-15 15:24:26;0.72
37;1747315470.047558;2025-05-15 15:24:30;0.84
38;1747315473.5600898;2025-05-15 15:24:33;0.8
39;1747315477.061344;2025-05-15 15:24:37;0.7
40;1747315480.5597584;2025-05-15 15:24:40;0.84
41;1747315484.056976;2025-05-15 15:24:44;0.76
42;1747315487.552958;2025-05-15 15:24:47;0.88
43;1747315491.0612342;2025-05-15 15:24:51;0.8
44;1747315494.5569096;2025-05-15 15:24:54;0.8
45;1747315498.061376;2025-05-15 15:24:58;0.86
46;1747315501.55645;2025-05-15 15:25:01;1.48
47;1747315505.0470598;2025-05-15 15:25:05;0.44
48;1747315508.5457852;2025-05-15 15:25:08;1.0
49;1747315512.0593512;2025-05-15 15:25:12;0.9
50;1747315515.5563238;2025-05-15 15:25:15;0.78
51;1747315519.058083;2025-05-15 15:25:19;1.7
52;1747315522.5546634;2025-05-15 15:25:22;0.74
53;1747315526.0512261;2025-05-15 15:25:26;0.88
54;1747315529.5576797;2025-05-15 15:25:29;0.8
55;1747315533.0533292;2025-05-15 15:25:33;0.8
56;1747315536.5556922;2025-05-15 15:25:36;0.72
57;1747315540.048226;2025-05-15 15:25:40;0.72
58;1747315543.542263;2025-05-15 15:25:43;0.7
59;1747315547.0506246;2025-05-15 15:25:47;1.8
